workerid,proliferate.condition,condition,item,persona,question,response,scenario,slide_number_in_experiment,error
35,condition1,screen_false,eating,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are browsing options for eating outside.,37,
35,condition1,mm,picnic,ra,Which phone is Arthur looking at in the picture?,j,"Rachel and Arthur are going to have a picnic, but Rachel needs to stop at home first.",38,
35,condition1,screen_false,downstate,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are visiting a friend downstate and want to avoid paying tolls.,39,
35,condition1,nnm,auntThanksgiving,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to spend Thanksgiving with Arthur's aunt.,40,
35,condition1,screen_true,beach,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are on a vacation trip and want to go to the beach.,41,
35,condition1,mm,friendsdinner,ra,Which phone is Arthur looking at in the picture?,j,Arthur and Rachel are going to a friend's place for dinner. Rachel needs to first run some errands before going.,42,
35,condition1,screen_underinf,van,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,43,
35,condition1,nnm,walk,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur want to go for a walk. Rachel is debating whether it'd be better to grab some food before.,44,
35,condition1,screen_true,bikeride,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go for a bike ride in a park out of town.,45,
35,condition1,mm,camping,ra,Which phone is Arthur looking at in the picture?,j,Arthur and Rachel are out of town. They are trying to figure out a good spot for a camping trip.,46,
35,condition1,screen_false,grandpa,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to take their grandpa fishing.,47,
35,condition1,nnm,backcountry,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur are planning a trip to visit a friend who lives in the backcountry.,48,
35,condition1,screen_false,apartments,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are apartment hunting. They're visiting three places today.,49,
35,condition1,m,reunioncost,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur have been invited to a friend reunion. They're considering driving there.,50,
35,condition1,screen_false,lake,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to go camping on a lake. They have several options.,51,
35,condition1,m,food,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel need to order food for an event. The manager just sent their quote.,52,
35,condition1,screen_true,threerestaurants,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended three restaurants.,53,
35,condition1,mm,weddingcost,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to a wedding.,54,
35,condition1,screen_underinf,newapartment,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a new apartment. They narrowed down their list to three.,55,
35,condition1,nnm,trip,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur are planning a trip to visit a friend.,56,
133,condition1,,training1,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,5,
133,condition1,,training2,,Which of these two phones is the one Tyler is looking at?,f,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,6,
133,condition1,,training3,,Which of these two phones is the one Tyler is looking at?,j,A recent snowfall could have impacted public transportation. Becky and Tyler are figuring out how to get back home.,7,
133,condition1,screen_true,weekendhotel,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are considering some hotels for a weekend out of town.,9,
133,condition1,mm,backcountry,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur are planning a trip to visit a friend who lives in the backcountry.,10,
133,condition1,screen_underinf,car,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking to buy a car. They have three options in mind.,11,
133,condition1,m,elena,ra,Which phone is Arthur looking at in the picture?,f,"Elena, a friend of Arthur and Rachel, is in the US for a conference. Arthur and Rachel want to visit her.",12,
133,condition1,screen_false,tickets,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for tickets for a game.,13,
133,condition1,nnm,movies,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur want to go to the movies. Rachel's phone is dead and she doesn't want to lose track of time.,14,
133,condition1,screen_false,grandpa,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to take their grandpa fishing.,15,
133,condition1,nnm,friendsdinner,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel are going to a friend's place for dinner. Rachel needs to first run some errands before going.,16,
133,condition1,screen_underinf,outoftown,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are planning a trip out of town.,17,
133,condition1,nm,beforedark,ra,Which phone is Arthur looking at in the picture?,j,"Rachel would like to get home before it's dark. Her phone is dead, so she asks Arthur for the time.",18,
133,condition1,screen_true,threerestaurants,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler have been recommended three restaurants.,19,
133,condition1,nm,weddingcost,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur have been invited to a wedding.,20,
133,condition1,screen_true,airbnb,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for AirBnB apartments.,21,
133,condition1,nnm,cousinsThanksgiving,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur want to go visit their cousins for Thanksgiving.,22,
133,condition1,screen_false,apartments,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are apartment hunting. They're visiting three places today.,23,
133,condition1,nm,apples,ra,Which phone is Arthur looking at in the picture?,f,"Arthur and Rachel want to go apple picking, but they don't know much about what their area offers.",24,
133,condition1,screen_underinf,conference,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for hotels for a conference out of state.,25,
133,condition1,mm,walkinthepark,ra,Which phone is Arthur looking at in the picture?,j,Rachel would like to take a walk at the park before it gets dark. She asks Arthur for the time.,26,
133,condition1,screen_true,bikeride,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go for a bike ride in a park out of town.,27,
133,condition1,mm,friendvisit,ra,Which phone is Arthur looking at in the picture?,j,Rachel and Arthur want to go visit a friend and need to figure out how far she lives from where they are.,28,
133,condition1,screen_underinf,van,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a venue for an event.,29,
133,condition1,m,food,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel need to order food for an event. The manager just sent their quote.,30,
133,condition1,screen_false,lake,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler want to go camping on a lake. They have several options.,31,
133,condition1,nm,couch,ra,Which phone is Arthur looking at in the picture?,f,"Rachel and Arthur would like to buy a new couch. She has a specific type in mind, so she asks Arthur to look up the price.",32,
133,condition1,screen_true,recipes,ra,Which phone is Tyler looking at in the picture?,f,Tyler is looking to cook something new and has a few recipes in mind.,33,
133,condition1,m,reunioncost,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur have been invited to a friend reunion. They're considering driving there.,34,
133,condition1,screen_underinf,newapartment,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler are looking for a new apartment. They narrowed down their list to three.,35,
133,condition1,nnm,hotelroom,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel need to book a hotel room for a night. They've considered different options.,36,
133,condition1,screen_underinf,event,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are looking for a venue for an event.,37,
133,condition1,nm,planeticket,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur are looking for a one-way plane ticket.,38,
133,condition1,screen_false,downstate,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are visiting a friend downstate and want to avoid paying tolls.,39,
133,condition1,m,picnic,ra,Which phone is Arthur looking at in the picture?,f,"Rachel and Arthur are going to have a picnic, but Rachel needs to stop at home first.",40,
133,condition1,screen_underinf,arearestaurants,ra,Which phone is Tyler looking at in the picture?,j,Becky and Tyler have been recommended some restaurants in the area.,41,
133,condition1,nnm,weddingdistance,ra,Which phone is Arthur looking at in the picture?,f,Rachel and Arthur have been invited to a wedding. They're figuring out the logistics.,42,
133,condition1,screen_true,backpacking,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler want to go on a 3 day backpacking trip.,43,
133,condition1,mm,friendshouse,ra,Which phone is Arthur looking at in the picture?,j,"Rachel and Arthur want to drop by a friend's house. Her phone is dead, so she asks for the time.",44,
133,condition1,screen_true,snow,ra,Which phone is Tyler looking at in the picture?,f,"It's snowing, and Becky and Tyler are figuring out if public transit has been impacted.",45,
133,condition1,m,camping,ra,Which phone is Arthur looking at in the picture?,f,Arthur and Rachel are out of town. They are trying to figure out a good spot for a camping trip.,46,
133,condition1,screen_true,cafes,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler just moved to a new city. They have a list of cafes they want to try.,47,
133,condition1,m,reuniondistance,ra,Which phone is Arthur looking at in the picture?,f,Rachel has been invited to a friend reunion. She's considering driving there.,48,
133,condition1,screen_true,beach,ra,Which phone is Tyler looking at in the picture?,f,Becky and Tyler are on a vacation trip and want to go to the beach.,49,
